passaporte_num,sobrenome,nome,data_nasc,sexo,naturalidade,filiacao1,filiacao2,autoridade,data_expedicao,valido_ate,mrz_linha1,mrz_linha2,rg,nome_assinatura
PX976397,CORREIA,MARIA LUISA,28/05/2000,F,SA DE SAMPAIO/PA,LIZ DA CRUZ,GUILHERME OLIVEIRA,SR/PF/PA,27/05/2023,24/05/2033,P<USACORREIA<<MARIA<LUISA<<<<<<<<<<<<<<<<<<<,PX976397<7USA0005288F330524<<<<<<<<<<<<<<<<<,765012844,Maria Luisa Correia
ZE582926,DUARTE,GAEL HENRIQUE,13/12/1964,M,MACHADO DA MATA/AC,AYLA BARBOSA,MARCOS VINICIUS BARROS,SR/PF/AC,11/12/2023,08/12/2033,P<USADUARTE<<GAEL<HENRIQUE<<<<<<<<<<<<<<<<<<,ZE582926<7USA6412138M331208<<<<<<<<<<<<<<<<<,817602537,Gael Henrique Duarte
WI470394,GONCALVES,ANA LIZ,25/09/1959,F,BRITO/RO,AGATHA FERREIRA,FERNANDO SA,SR/PF/RO,08/09/2023,05/09/2033,P<USAGONCALVES<<ANA<LIZ<<<<<<<<<<<<<<<<<<<<<,WI470394<7USA5909258F330905<<<<<<<<<<<<<<<<<,236478059,Ana Liz Goncalves
JG947568,NOGUEIRA,SARAH,20/04/1953,F,FERNANDES/RR,THIAGO SOUZA,VALENTIM GARCIA,SR/PF/RR,03/07/2025,01/07/2035,P<USANOGUEIRA<<SARAH<<<<<<<<<<<<<<<<<<<<<<<<,JG947568<7USA5304208F350701<<<<<<<<<<<<<<<<<,57813620X,Sarah Nogueira
SQ560622,DA CONCEICAO,HELLENA,22/07/1985,F,DA ROSA/MA,SRTA. ALICIA MONTEIRO,DR. YAN CORREIA,SR/PF/MA,18/12/2023,15/12/2033,P<USADA<CONCEICAO<<HELLENA<<<<<<<<<<<<<<<<<<,SQ560622<7USA8507228F331215<<<<<<<<<<<<<<<<<,638057140,Hellena Da Conceicao
UY425629,PEREIRA,MATEUS,08/02/1986,M,SA/RO,SAMUEL FREITAS,IAN AZEVEDO,SR/PF/RO,05/02/2025,03/02/2035,P<USAPEREIRA<<MATEUS<<<<<<<<<<<<<<<<<<<<<<<<,UY425629<7USA8602088M350203<<<<<<<<<<<<<<<<<,851472631,Mateus Pereira
BU815251,CORREIA,ALANA,07/08/1990,F,LIMA/GO,LEVI DA MATA,SR. BRENO COSTA,SR/PF/GO,26/06/2021,24/06/2031,P<USACORREIA<<ALANA<<<<<<<<<<<<<<<<<<<<<<<<<,BU815251<7USA9008078F310624<<<<<<<<<<<<<<<<<,104268530,Alana Correia
CO688139,BARBOSA,MARIANE,18/06/1997,F,COSTELA/SP,SR. ARTHUR MIGUEL BARBOSA,DR. MIGUEL LIMA,SR/PF/SP,01/10/2022,28/09/2032,P<USABARBOSA<<MARIANE<<<<<<<<<<<<<<<<<<<<<<<,CO688139<7USA9706188F320928<<<<<<<<<<<<<<<<<,036852478,Mariane Barbosa
UU462374,DA PAZ,HELLENA,19/07/1962,F,CASTRO/RJ,SABRINA ROCHA,OLIVIA SILVEIRA,SR/PF/RJ,24/05/2025,22/05/2035,P<USADA<PAZ<<HELLENA<<<<<<<<<<<<<<<<<<<<<<<<,UU462374<7USA6207198F350522<<<<<<<<<<<<<<<<<,567203487,Hellena Da Paz
VL454885,TEIXEIRA,ISIS,23/11/2003,F,DA PAZ DA MATA/PR,HELOISA GARCIA,DIOGO CAMARGO,SR/PF/PR,10/11/2022,07/11/2032,P<USATEIXEIRA<<ISIS<<<<<<<<<<<<<<<<<<<<<<<<<,VL454885<7USA0311238F321107<<<<<<<<<<<<<<<<<,584012378,Isis Teixeira
QU152209,NOVAES,LIZ,14/06/1961,F,VASCONCELOS/RS,HELENA FARIAS,NINA VARGAS,SR/PF/RS,16/07/2025,14/07/2035,P<USANOVAES<<LIZ<<<<<<<<<<<<<<<<<<<<<<<<<<<<,QU152209<7USA6106148F350714<<<<<<<<<<<<<<<<<,370125484,Liz Novaes
GN101590,BARBOSA,CALEBE,24/11/1965,M,ALMEIDA/RO,MARIA ALICE CAMPOS,ANA VITORIA CASSIANO,SR/PF/RO,09/08/2021,07/08/2031,P<USABARBOSA<<CALEBE<<<<<<<<<<<<<<<<<<<<<<<<,GN101590<7USA6511248M310807<<<<<<<<<<<<<<<<<,435207817,Calebe Barbosa
EE728914,GUERRA,VITOR HUGO,03/03/1994,M,DA LUZ/TO,MARIA FLOR ARAGAO,SR. JOAO FELIPE MARQUES,SR/PF/TO,22/05/2021,20/05/2031,P<USAGUERRA<<VITOR<HUGO<<<<<<<<<<<<<<<<<<<<<,EE728914<7USA9403038M310520<<<<<<<<<<<<<<<<<,628370453,Vitor Hugo Guerra
UE006502,MACHADO,MAYSA,09/06/1958,F,DAS NEVES/RR,ISABELA DA ROSA,MARIA LAURA CAMARGO,SR/PF/RR,11/03/2024,09/03/2034,P<USAMACHADO<<MAYSA<<<<<<<<<<<<<<<<<<<<<<<<<,UE006502<7USA5806098F340309<<<<<<<<<<<<<<<<<,40657182X,Maysa Machado
YV372754,RAMOS,DAVI,07/09/1965,M,OLIVEIRA/RN,GAEL HENRIQUE CASSIANO,AGATHA DIAS,SR/PF/RN,27/05/2024,25/05/2034,P<USARAMOS<<DAVI<<<<<<<<<<<<<<<<<<<<<<<<<<<<,YV372754<7USA6509078M340525<<<<<<<<<<<<<<<<<,450813277,Davi Ramos
KB810858,DA MATA,MELINA,26/08/1953,F,ALMEIDA DE MINAS/TO,SRA. BRUNA BORGES,NATHAN DA ROSA,SR/PF/TO,26/02/2023,23/02/2033,P<USADA<MATA<<MELINA<<<<<<<<<<<<<<<<<<<<<<<<,KB810858<7USA5308268F330223<<<<<<<<<<<<<<<<<,025837163,Melina Da Mata
YL196954,DUARTE,GAEL HENRIQUE,22/01/1966,M,RIBEIRO/MT,LUNA PIRES,USAYAN REZENDE,SR/PF/MT,07/08/2023,04/08/2033,P<USADUARTE<<GAEL<HENRIQUE<<<<<<<<<<<<<<<<<<,YL196954<7USA6601228M330804<<<<<<<<<<<<<<<<<,23054681X,Gael Henrique Duarte
BY157553,CAVALCANTI,ANTONELLA,28/05/2005,F,ALMEIDA GRANDE/DF,SR. FRANCISCO RAMOS,BENICIO DA PAZ,SR/PF/DF,09/09/2021,07/09/2031,P<USACAVALCANTI<<ANTONELLA<<<<<<<<<<<<<<<<<<,BY157553<7USA0505288F310907<<<<<<<<<<<<<<<<<,015684726,Antonella Cavalcanti
HE082197,DA CUNHA,ALEXANDRE,24/07/1981,M,CAMARGO DE LEAO/PB,BENJAMIM DA MOTA,RAVY APARECIDA,SR/PF/PB,13/06/2022,10/06/2032,P<USADA<CUNHA<<ALEXANDRE<<<<<<<<<<<<<<<<<<<<,HE082197<7USA8107248M320610<<<<<<<<<<<<<<<<<,035618243,Alexandre Da Cunha
AY310277,LEAO,YURI,31/05/1957,M,SOUZA/PI,EDUARDO DA ROCHA,JOAO FELIPE CUNHA,SR/PF/PI,02/12/2024,30/11/2034,P<USALEAO<<YURI<<<<<<<<<<<<<<<<<<<<<<<<<<<<<,AY310277<7USA5705318M341130<<<<<<<<<<<<<<<<<,351206784,Yuri Leao
JP627898,RIBEIRO,ISABELLA,15/05/1994,F,GUERRA DA MATA/DF,RAFAELA RAMOS,MARIA HELENA SOUZA,SR/PF/DF,16/01/2024,13/01/2034,P<USARIBEIRO<<ISABELLA<<<<<<<<<<<<<<<<<<<<<<,JP627898<7USA9405158F340113<<<<<<<<<<<<<<<<<,702845139,Isabella Ribeiro
PT726789,MORAES,MARIA ISIS,12/06/1957,F,DA CONCEICAO VERDE/AL,SR. JOAQUIM MELO,NOAH DA LUZ,SR/PF/AL,30/10/2024,28/10/2034,P<USAMORAES<<MARIA<ISIS<<<<<<<<<<<<<<<<<<<<<,PT726789<7USA5706128F341028<<<<<<<<<<<<<<<<<,120687537,Maria Isis Moraes
HU471457,ANDRADE,ISABEL,18/05/1991,F,DAS NEVES/TO,BERNARDO FERNANDES,LUIZ FELIPE GOMES,SR/PF/TO,08/01/2023,05/01/2033,P<USAANDRADE<<ISABEL<<<<<<<<<<<<<<<<<<<<<<<<,HU471457<7USA9105188F330105<<<<<<<<<<<<<<<<<,320485675,Isabel Andrade
SG113752,REZENDE,RHAVI,16/09/1954,M,CAMARA/GO,DRA. LUARA SIQUEIRA,SR. LUIZ HENRIQUE GARCIA,SR/PF/GO,02/04/2024,31/03/2034,P<USAREZENDE<<RHAVI<<<<<<<<<<<<<<<<<<<<<<<<<,SG113752<7USA5409168M340331<<<<<<<<<<<<<<<<<,825470134,Rhavi Rezende
UB443630,ALVES,GUILHERME,31/08/1975,M,MONTENEGRO DE VIEIRA/GO,VICENTE FERREIRA,SR. ARTHUR LOPES,SR/PF/GO,31/03/2022,28/03/2032,P<USAALVES<<GUILHERME<<<<<<<<<<<<<<<<<<<<<<<,UB443630<7USA7508318M320328<<<<<<<<<<<<<<<<<,738562105,Guilherme Alves
QL330446,MARTINS,LIVIA,28/06/1996,F,SAMPAIO/AM,ESTHER DA CONCEICAO,SR. NICOLAS CALDEIRA,SR/PF/AM,12/04/2021,10/04/2031,P<USAMARTINS<<LIVIA<<<<<<<<<<<<<<<<<<<<<<<<<,QL330446<7USA9606288F310410<<<<<<<<<<<<<<<<<,361702541,Livia Martins
KC332202,DA CRUZ,CARLOS EDUARDO,03/07/1959,M,ALMEIDA DE ALMEIDA/SE,DR. ALEXANDRE SA,SR. DIOGO GARCIA,SR/PF/SE,22/10/2025,20/10/2035,P<USADA<CRUZ<<CARLOS<EDUARDO<<<<<<<<<<<<<<<<,KC332202<7USA5907038M351020<<<<<<<<<<<<<<<<<,065471830,Carlos Eduardo Da Cruz
KC316333,DAS NEVES,GABRIEL,08/09/1956,M,FERNANDES/RR,MARIA VITORIA FARIAS,OLIVER CAVALCANTE,SR/PF/RR,10/02/2025,08/02/2035,P<USADAS<NEVES<<GABRIEL<<<<<<<<<<<<<<<<<<<<<,KC316333<7USA5609088M350208<<<<<<<<<<<<<<<<<,065413829,Gabriel Das Neves
UT024699,LOPES,SOFIA,30/07/1966,F,BORGES/SC,MARIA LUIZA MARTINS,DRA. ANTONELLA MONTEIRO,SR/PF/SC,28/07/2022,25/07/2032,P<USALOPES<<SOFIA<<<<<<<<<<<<<<<<<<<<<<<<<<<,UT024699<7USA6607308F320725<<<<<<<<<<<<<<<<<,870216430,Sofia Lopes
GG131119,DA MATA,HEITOR,13/10/1986,M,CORREIA/SE,NICOLAS GONCALVES,KAIQUE NOVAES,SR/PF/SE,05/04/2024,03/04/2034,P<USADA<MATA<<HEITOR<<<<<<<<<<<<<<<<<<<<<<<<,GG131119<7USA8610138M340403<<<<<<<<<<<<<<<<<,583761409,Heitor Da Mata
CH901818,SOUZA,HEITOR,26/07/2002,M,CAVALCANTI/PI,CECILIA COSTA,DRA. BEATRIZ NASCIMENTO,SR/PF/PI,24/06/2025,22/06/2035,P<USASOUZA<<HEITOR<<<<<<<<<<<<<<<<<<<<<<<<<<,CH901818<7USA0207268M350622<<<<<<<<<<<<<<<<<,058271430,Heitor Souza
JK552027,DA PAZ,CAUE,03/05/1978,M,MENDONCA/PB,GABRIEL MONTENEGRO,DAVI MIGUEL FREITAS,SR/PF/PB,26/01/2024,23/01/2034,P<USADA<PAZ<<CAUE<<<<<<<<<<<<<<<<<<<<<<<<<<<,JK552027<7USA7805038M340123<<<<<<<<<<<<<<<<<,753412688,Caue Da Paz
BY173344,CASTRO,ISAAC,26/07/1975,M,NOVAES DO OESTE/AM,ISABEL MONTENEGRO,DRA. AURORA PIMENTA,SR/PF/AM,25/02/2022,23/02/2032,P<USACASTRO<<ISAAC<<<<<<<<<<<<<<<<<<<<<<<<<<,BY173344<7USA7507268M320223<<<<<<<<<<<<<<<<<,164075823,Isaac Castro
DW143866,ALBUQUERQUE,MARIANE,11/02/1971,F,FOGACA/PA,MATHIAS REZENDE,SRA. LUARA CASA GRANDE,SR/PF/PA,01/08/2022,29/07/2032,P<USAALBUQUERQUE<<MARIANE<<<<<<<<<<<<<<<<<<<,DW143866<7USA7102118F320729<<<<<<<<<<<<<<<<<,503421789,Mariane Albuquerque
KY873052,FOGACA,ISABELLA,25/03/2007,F,BORGES/MG,ISIS FOGACA,MARIA JULIA BRITO,SR/PF/MG,18/02/2023,15/02/2033,P<USAFOGACA<<ISABELLA<<<<<<<<<<<<<<<<<<<<<<<,KY873052<7USA0703258F330215<<<<<<<<<<<<<<<<<,180367420,Isabella Fogaca
KJ287246,BARBOSA,PIETRO,20/07/1956,M,MARQUES DE VIEIRA/AM,ANA BEATRIZ SAMPAIO,ELOA FARIAS,SR/PF/AM,21/09/2022,18/09/2032,P<USABARBOSA<<PIETRO<<<<<<<<<<<<<<<<<<<<<<<<,KJ287246<7USA5607208M320918<<<<<<<<<<<<<<<<<,327815061,Pietro Barbosa
VM182340,CAVALCANTE,MARIA LUISA,16/03/1955,F,GONCALVES/DF,MARIA LUISA DA LUZ,MARIA JULIA ALVES,SR/PF/DF,15/09/2025,13/09/2035,P<USACAVALCANTE<<MARIA<LUISA<<<<<<<<<<<<<<<<,VM182340<7USA5503168F350913<<<<<<<<<<<<<<<<<,68047352X,Maria Luisa Cavalcante
YX146002,JESUS,LUIZA,21/09/1983,F,OLIVEIRA/MG,ISABELLA GONCALVES,PEDRO CALDEIRA,SR/PF/MG,09/05/2021,07/05/2031,P<USAJESUS<<LUIZA<<<<<<<<<<<<<<<<<<<<<<<<<<<,YX146002<7USA8309218F310507<<<<<<<<<<<<<<<<<,184572034,Luiza Jesus
UQ438746,GARCIA,RAFAELA,12/03/1994,F,AZEVEDO/CE,ESTHER DIAS,CAIO ALVES,SR/PF/CE,02/03/2024,28/02/2034,P<USAGARCIA<<RAFAELA<<<<<<<<<<<<<<<<<<<<<<<<,UQ438746<7USA9403128F340228<<<<<<<<<<<<<<<<<,582437106,Rafaela Garcia
MS880123,DA COSTA,MURILO,25/06/2003,M,SA ALEGRE/RJ,SRTA. ANA CAROLINA MORAES,MARIA SOPHIA SA,SR/PF/RJ,01/02/2024,29/01/2034,P<USADA<COSTA<<MURILO<<<<<<<<<<<<<<<<<<<<<<<,MS880123<7USA0306258M340129<<<<<<<<<<<<<<<<<,326571048,Murilo Da Costa
HH202204,GONCALVES,AMANDA,06/02/1965,F,PACHECO/TO,MELINA VARGAS,BARBARA CUNHA,SR/PF/TO,10/02/2023,07/02/2033,P<USAGONCALVES<<AMANDA<<<<<<<<<<<<<<<<<<<<<<,HH202204<7USA6502068F330207<<<<<<<<<<<<<<<<<,873504124,Amanda Goncalves
FF640002,PIRES,MARIA LUIZA,07/08/1954,F,VIEIRA DE MINAS/SE,ALICIA FARIAS,JOAO VITOR VIANA,SR/PF/SE,26/07/2022,23/07/2032,P<USAPIRES<<MARIA<LUIZA<<<<<<<<<<<<<<<<<<<<<,FF640002<7USA5408078F320723<<<<<<<<<<<<<<<<<,841506279,Maria Luiza Pires
KV883571,CAVALCANTI,JULIANA,10/07/2000,F,PEREIRA/CE,BRENDA ALVES,ENRICO MARQUES,SR/PF/CE,16/04/2022,13/04/2032,P<USACAVALCANTI<<JULIANA<<<<<<<<<<<<<<<<<<<<,KV883571<7USA0007108F320413<<<<<<<<<<<<<<<<<,681237454,Juliana Cavalcanti
YG834281,SIQUEIRA,MIRELLA,04/09/1963,F,CASA GRANDE DE SIQUEIRA/RO,DR. LEANDRO TEIXEIRA,JOAO LUCAS CASTRO,SR/PF/RO,07/03/2022,04/03/2032,P<USASIQUEIRA<<MIRELLA<<<<<<<<<<<<<<<<<<<<<<,YG834281<7USA6309048F320304<<<<<<<<<<<<<<<<<,315728401,Mirella Siqueira
FP399008,APARECIDA,APOLLO,30/12/1996,M,VIEIRA ALEGRE/CE,CAROLINE PEIXOTO,BERNARDO NUNES,SR/PF/CE,25/07/2025,23/07/2035,P<USAAPARECIDA<<APOLLO<<<<<<<<<<<<<<<<<<<<<<,FP399008<7USA9612308M350723<<<<<<<<<<<<<<<<<,318547624,Apollo Aparecida
OM820624,DA COSTA,MARIA LUIZA,01/07/1972,F,DA MOTA DA MATA/PI,ANA JULIA DA ROSA,BEATRIZ CAMARGO,SR/PF/PI,13/10/2025,11/10/2035,P<USADA<COSTA<<MARIA<LUIZA<<<<<<<<<<<<<<<<<<,OM820624<7USA7207018F351011<<<<<<<<<<<<<<<<<,26074315X,Maria Luiza Da Costa
XT735726,CARVALHO,CAMILA,30/05/1970,F,SIQUEIRA DE MINAS/PB,DRA. CECILIA DUARTE,JOAO FELIPE GARCIA,SR/PF/PB,28/03/2024,26/03/2034,P<USACARVALHO<<CAMILA<<<<<<<<<<<<<<<<<<<<<<<,XT735726<7USA7005308F340326<<<<<<<<<<<<<<<<<,164237586,Camila Carvalho
RU815183,APARECIDA,THEO,04/04/1979,M,MORAES DA SERRA/AL,BIANCA SOUSA,BRUNA APARECIDA,SR/PF/AL,22/08/2022,19/08/2032,P<USAAPARECIDA<<THEO<<<<<<<<<<<<<<<<<<<<<<<<,RU815183<7USA7904048M320819<<<<<<<<<<<<<<<<<,31760854X,Theo Aparecida
BO876658,MOURA,BENICIO,29/10/1960,M,CASA GRANDE DA PRAIA/RS,OLIVIA APARECIDA,MAYSA NOVAIS,SR/PF/RS,05/07/2025,03/07/2035,P<USAMOURA<<BENICIO<<<<<<<<<<<<<<<<<<<<<<<<<,BO876658<7USA6010298M350703<<<<<<<<<<<<<<<<<,146287502,Benicio Moura
IJ927087,SILVEIRA,ANA CLARA,06/04/1988,F,VIANA/PB,THOMAS FERNANDES,SRA. SARA CUNHA,SR/PF/PB,02/11/2021,31/10/2031,P<USASILVEIRA<<ANA<CLARA<<<<<<<<<<<<<<<<<<<<,IJ927087<7USA8804068F311031<<<<<<<<<<<<<<<<<,704831569,Ana Clara Silveira
NM546343,FOGACA,RAVI,27/05/1973,M,MONTENEGRO/AM,ESTHER LOPES,ISABELLA MARQUES,SR/PF/AM,16/08/2021,14/08/2031,P<USAFOGACA<<RAVI<<<<<<<<<<<<<<<<<<<<<<<<<<<,NM546343<7USA7305278M310814<<<<<<<<<<<<<<<<<,528104639,Ravi Fogaca
ZY269764,CASA GRANDE,JOAO FELIPE,09/07/1981,M,SIQUEIRA DA MATA/AM,SRTA. AGATHA CIRINO,SR. FRANCISCO ALVES,SR/PF/AM,24/08/2022,21/08/2032,P<USACASA<GRANDE<<JOAO<FELIPE<<<<<<<<<<<<<<<,ZY269764<7USA8107098M320821<<<<<<<<<<<<<<<<<,851260378,Joao Felipe Casa Grande
PV025680,DIAS,RAVI,26/10/1975,M,PACHECO/BA,SRA. MARIA BRITO,DR. MATHEUS SOUZA,SR/PF/BA,15/11/2025,13/11/2035,P<USADIAS<<RAVI<<<<<<<<<<<<<<<<<<<<<<<<<<<<<,PV025680<7USA7510268M351113<<<<<<<<<<<<<<<<<,017428658,Ravi Dias
YA624288,CORREIA,ALEXANDRE,26/10/2000,M,APARECIDA DO NORTE/PR,DAVI CARDOSO,MELISSA FREITAS,SR/PF/PR,14/08/2022,11/08/2032,P<USACORREIA<<ALEXANDRE<<<<<<<<<<<<<<<<<<<<<,YA624288<7USA0010268M320811<<<<<<<<<<<<<<<<<,804371568,Alexandre Correia
YG666229,MACHADO,MARCELO,12/06/2000,M,VARGAS DA PRAIA/MG,YAN GARCIA,MATHEUS FONSECA,SR/PF/MG,24/09/2023,21/09/2033,P<USAMACHADO<<MARCELO<<<<<<<<<<<<<<<<<<<<<<<,YG666229<7USA0006128M330921<<<<<<<<<<<<<<<<<,832756143,Marcelo Machado
XH625706,CASTRO,HELLENA,02/10/1959,F,CALDEIRA/SE,SRA. EDUARDA CAVALCANTI,SABRINA PEIXOTO,SR/PF/SE,30/08/2025,28/08/2035,P<USACASTRO<<HELLENA<<<<<<<<<<<<<<<<<<<<<<<<,XH625706<7USA5910028F350828<<<<<<<<<<<<<<<<<,815046376,Hellena Castro
DM208131,CASTRO,MARIA LUISA,03/11/1950,F,BORGES DO NORTE/TO,PAULO SA,NATALIA VARGAS,SR/PF/TO,25/04/2025,23/04/2035,P<USACASTRO<<MARIA<LUISA<<<<<<<<<<<<<<<<<<<<,DM208131<7USA5011038F350423<<<<<<<<<<<<<<<<<,152873648,Maria Luisa Castro
WY144467,COSTA,ASAFE,26/05/1958,M,FREITAS/MA,OLIVIA PACHECO,ANTHONY VASCONCELOS,SR/PF/MA,10/07/2023,07/07/2033,P<USACOSTA<<ASAFE<<<<<<<<<<<<<<<<<<<<<<<<<<<,WY144467<7USA5805268M330707<<<<<<<<<<<<<<<<<,087643510,Asafe Costa
WQ528581,SOUSA,PAULO,17/05/1987,M,COSTELA/MA,SR. PEDRO MIGUEL CASTRO,DANILO FERNANDES,SR/PF/MA,17/04/2025,15/04/2035,P<USASOUSA<<PAULO<<<<<<<<<<<<<<<<<<<<<<<<<<<,WQ528581<7USA8705178M350415<<<<<<<<<<<<<<<<<,468103521,Paulo Sousa
BO247036,MOREIRA,MARCOS VINICIUS,25/07/1952,M,MENDONCA/AP,LUARA CAVALCANTI,JUAN CAVALCANTE,SR/PF/AP,12/01/2025,10/01/2035,P<USAMOREIRA<<MARCOS<VINICIUS<<<<<<<<<<<<<<<,BO247036<7USA5207258M350110<<<<<<<<<<<<<<<<<,526483702,Marcos Vinicius Moreira
FX233321,ALBUQUERQUE,STELLA,11/02/2000,F,MOREIRA DO NORTE/MG,ANNA LIZ LEAO,MELISSA PEREIRA,SR/PF/MG,17/06/2023,14/06/2033,P<USAALBUQUERQUE<<STELLA<<<<<<<<<<<<<<<<<<<<,FX233321<7USA0002118F330614<<<<<<<<<<<<<<<<<,178253601,Stella Albuquerque
TW217010,PIMENTA,VICENTE,16/02/1982,M,CAMPOS/MT,NINA CASTRO,ANTHONY GABRIEL MARTINS,SR/PF/MT,23/03/2021,21/03/2031,P<USAPIMENTA<<VICENTE<<<<<<<<<<<<<<<<<<<<<<<,TW217010<7USA8202168M310321<<<<<<<<<<<<<<<<<,618407236,Vicente Pimenta
MX458570,CAMARA,GAEL HENRIQUE,11/03/2000,M,COSTA DE MINAS/RR,OTTO NOVAIS,RAVY JESUS,SR/PF/RR,21/08/2024,19/08/2034,P<USACAMARA<<GAEL<HENRIQUE<<<<<<<<<<<<<<<<<<,MX458570<7USA0003118M340819<<<<<<<<<<<<<<<<<,346015820,Gael Henrique Camara
WX046986,DA CRUZ,DAVI LUCCA,01/08/1996,M,VARGAS/PI,ISAQUE CALDEIRA,LARA BARBOSA,SR/PF/PI,16/05/2023,13/05/2033,P<USADA<CRUZ<<DAVI<LUCCA<<<<<<<<<<<<<<<<<<<<,WX046986<7USA9608018M330513<<<<<<<<<<<<<<<<<,748326157,Davi Lucca Da Cruz
OM746226,COSTA,LUAN,02/01/1990,M,CAMARA DE ROCHA/DF,EMANUELLA CUNHA,DRA. CAMILA DA COSTA,SR/PF/DF,05/01/2021,03/01/2031,P<USACOSTA<<LUAN<<<<<<<<<<<<<<<<<<<<<<<<<<<<,OM746226<7USA9001028M310103<<<<<<<<<<<<<<<<<,61347580X,Luan Costa
NY400580,RIBEIRO,MARIA EDUARDA,01/07/1985,F,SOUZA DE MONTENEGRO/MA,BARBARA DUARTE,OLIVIA PEIXOTO,SR/PF/MA,12/11/2025,10/11/2035,P<USARIBEIRO<<MARIA<EDUARDA<<<<<<<<<<<<<<<<<,NY400580<7USA8507018F351110<<<<<<<<<<<<<<<<<,178065432,Maria Eduarda Ribeiro
UZ815968,DA CONCEICAO,BRYAN,29/12/1985,M,BRITO/MT,DRA. ANA SOPHIA ARAGAO,SR. DOM CASTRO,SR/PF/MT,01/07/2023,28/06/2033,P<USADA<CONCEICAO<<BRYAN<<<<<<<<<<<<<<<<<<<<,UZ815968<7USA8512298M330628<<<<<<<<<<<<<<<<<,130528742,Bryan Da Conceicao
FY919602,CIRINO,MATHIAS,11/06/1965,M,CAMARA/RJ,ANA BEATRIZ PEREIRA,DRA. CECILIA GARCIA,SR/PF/RJ,28/08/2024,26/08/2034,P<USACIRINO<<MATHIAS<<<<<<<<<<<<<<<<<<<<<<<<,FY919602<7USA6506118M340826<<<<<<<<<<<<<<<<<,802345761,Mathias Cirino
SK403940,LIMA,MARIA HELENA,20/06/2001,F,REZENDE DE GOIAS/TO,ERICK MOREIRA,SR. DIEGO CAMPOS,SR/PF/TO,21/05/2025,19/05/2035,P<USALIMA<<MARIA<HELENA<<<<<<<<<<<<<<<<<<<<<,SK403940<7USA0106208F350519<<<<<<<<<<<<<<<<<,872053167,Maria Helena Lima
IG915380,VIEIRA,THEO,13/08/1976,M,CAVALCANTI DO NORTE/RJ,DR. ISAAC NUNES,ELOAH MENDES,SR/PF/RJ,06/01/2021,04/01/2031,P<USAVIEIRA<<THEO<<<<<<<<<<<<<<<<<<<<<<<<<<<,IG915380<7USA7608138M310104<<<<<<<<<<<<<<<<<,826750412,Theo Vieira
XG572579,FERREIRA,JULIANA,08/06/2000,F,CASSIANO/RS,GAEL PIRES,THALES CORREIA,SR/PF/RS,01/01/2022,30/12/2031,P<USAFERREIRA<<JULIANA<<<<<<<<<<<<<<<<<<<<<<,XG572579<7USA0006088F311230<<<<<<<<<<<<<<<<<,135476203,Juliana Ferreira
NU976917,GARCIA,GAEL HENRIQUE,03/05/1995,M,ANDRADE DO GALHO/ES,SR. GUILHERME CALDEIRA,JUAN LEAO,SR/PF/ES,18/02/2021,16/02/2031,P<USAGARCIA<<GAEL<HENRIQUE<<<<<<<<<<<<<<<<<<,NU976917<7USA9505038M310216<<<<<<<<<<<<<<<<<,047132589,Gael Henrique Garcia
RS349073,PIRES,VITOR,24/09/1978,M,MOREIRA DE GOIAS/RS,ZOE DIAS,ALEXIA SA,SR/PF/RS,22/07/2025,20/07/2035,P<USAPIRES<<VITOR<<<<<<<<<<<<<<<<<<<<<<<<<<<,RS349073<7USA7809248M350720<<<<<<<<<<<<<<<<<,834025711,Vitor Pires
JP129250,FOGACA,LORENZO,02/12/1976,M,PEIXOTO/CE,DR. JOAO VITOR ANDRADE,SR. HENRY DA MATA,SR/PF/CE,24/12/2024,22/12/2034,P<USAFOGACA<<LORENZO<<<<<<<<<<<<<<<<<<<<<<<<,JP129250<7USA7612028M341222<<<<<<<<<<<<<<<<<,783045219,Lorenzo Fogaca
ZQ538157,PASTOR,ANA SOPHIA,23/08/1992,F,GONCALVES/PI,DRA. MARIANA JESUS,ALLANA ARAGAO,SR/PF/PI,14/02/2025,12/02/2035,P<USAPASTOR<<ANA<SOPHIA<<<<<<<<<<<<<<<<<<<<<,ZQ538157<7USA9208238F350212<<<<<<<<<<<<<<<<<,583021645,Ana Sophia Pastor
MC024885,LOPES,ISADORA,26/06/1957,F,GARCIA ALEGRE/RN,REBECA RAMOS,MARIA LAURA PINTO,SR/PF/RN,14/07/2023,11/07/2033,P<USALOPES<<ISADORA<<<<<<<<<<<<<<<<<<<<<<<<<,MC024885<7USA5706268F330711<<<<<<<<<<<<<<<<<,074135867,Isadora Lopes
HW834470,MOURA,STELLA,05/07/1956,F,BORGES/DF,THEODORO MENDES,MARIA ALICE CAMARGO,SR/PF/DF,10/11/2021,08/11/2031,P<USAMOURA<<STELLA<<<<<<<<<<<<<<<<<<<<<<<<<<,HW834470<7USA5607058F311108<<<<<<<<<<<<<<<<<,671054831,Stella Moura
JK608694,GOMES,LUIZ MIGUEL,17/11/2004,M,DA LUZ/AP,IGOR RIBEIRO,FERNANDO ALVES,SR/PF/AP,30/12/2022,27/12/2032,P<USAGOMES<<LUIZ<MIGUEL<<<<<<<<<<<<<<<<<<<<<,JK608694<7USA0411178M321227<<<<<<<<<<<<<<<<<,350764281,Luiz Miguel Gomes
